tau,scenario,regime,episode,policy,J,E,lam2,lcc,reconf_per_100s
3,uniform,pedestrian,9,static,1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,9,random,0.7514951026615008,58.75333333333333,1.2178905843735661,1.0,134.66666666666666
3,uniform,pedestrian,9,reactive,1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,9,cv,1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,9,oracle,1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,9,learned GAT-LSTM,1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,9,learned LSTM (no graph attention),1.005232976903191,67.88666666666667,1.936749628079427,1.0,0.0
3,uniform,pedestrian,10,none,0.3834348634754924,29.406666666666666,0.6378144081147129,1.0,0.0
3,uniform,pedestrian,10,static,0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,10,random,0.7553080018572109,59.75666666666667,1.2038013437938977,1.0,127.66666666666666
3,uniform,pedestrian,10,reactive,0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,10,cv,0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,10,oracle,0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,10,learned GAT-LSTM,0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,10,learned LSTM (no graph attention),0.9979352692325276,68.58333333333333,1.8885028342212196,1.0,0.0
3,uniform,pedestrian,11,none,0.3855581832041723,29.37,0.6470803294317699,1.0,0.0
3,uniform,pedestrian,11,static,1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,11,random,0.738321761684048,58.013333333333335,1.1882092980674417,1.0,139.0
3,uniform,pedestrian,11,reactive,1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,11,cv,1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,11,oracle,1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,11,learned GAT-LSTM,1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,11,learned LSTM (no graph attention),1.0033126674640396,67.10666666666667,1.9517399847637231,1.0,0.0
3,uniform,pedestrian,12,none,0.3884229117017019,29.463333333333335,0.6554774920333625,1.0,0.0
3,uniform,pedestrian,12,static,1.0439729529697435,68.58666666666667,2.0664616118391774,1.0,0.0
3,uniform,pedestrian,12,random,0.7601396979032236,58.74,1.2517074787511384,1.0,132.0
3,uniform,pedestrian,12,reactive,1.0432765487532925,68.52666666666667,2.0654926192291985,1.0,1.3333333333333335
3,uniform,pedestrian,12,cv,1.0440473406975355,68.55333333333333,2.067707317423601,1.0,0.6666666666666667
3,uniform,pedestrian,12,oracle,1.0440989570070445,68.56,2.067715346832021,1.0,1.3333333333333335
3,uniform,pedestrian,12,learned GAT-LSTM,1.0439932171320425,68.57333333333334,2.06692318711488,1.0,1.3333333333333335
3,uniform,pedestrian,12,learned LSTM (no graph attention),1.0439473041085316,68.56,2.0671288166100203,1.0,0.6666666666666667
3,uniform,pedestrian,13,none,0.3469467696258843,27.643333333333334,0.5473721211443816,1.0,0.0
3,uniform,pedestrian,13,static,0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,13,random,0.7190226133405927,57.23,1.1360813476223763,1.0,129.33333333333331
3,uniform,pedestrian,13,reactive,0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,13,cv,0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,13,oracle,0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,13,learned GAT-LSTM,0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,13,learned LSTM (no graph attention),0.9988584665185454,67.36,1.9272321545961708,1.0,0.0
3,uniform,pedestrian,14,none,0.353792649386562,27.906666666666666,0.5662808932716616,1.0,0.0
3,uniform,pedestrian,14,static,0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,14,random,0.7361440496794917,58.11666666666667,1.1768170003938603,1.0,134.0
3,uniform,pedestrian,14,reactive,0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,14,cv,0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,14,oracle,0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,14,learned GAT-LSTM,0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,14,learned LSTM (no graph attention),0.9721192474704549,66.36333333333333,1.8524603417621934,1.0,0.0
3,uniform,pedestrian,15,none,0.3625718176316665,28.373333333333335,0.5868229901341053,1.0,0.0
3,uniform,pedestrian,15,static,1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,15,random,0.7753624798595065,59.53,1.2878781415467808,1.0,131.0
3,uniform,pedestrian,15,reactive,1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,15,cv,1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,15,oracle,1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,15,learned GAT-LSTM,1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,15,learned LSTM (no graph attention),1.0540423640688688,68.5,2.1078967109398237,1.0,0.0
3,uniform,pedestrian,16,none,0.3930336626546106,29.9,0.6607600920341758,1.0,0.0
3,uniform,pedestrian,16,static,0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,16,random,0.7340144912917163,59.416666666666664,1.1312185667819317,1.0,136.33333333333331
3,uniform,pedestrian,16,reactive,0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,16,cv,0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,16,oracle,0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,16,learned GAT-LSTM,0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,16,learned LSTM (no graph attention),0.9807700011510423,67.55,1.8518128798665772,1.0,0.0
3,uniform,pedestrian,17,none,0.34313134759572705,27.4,0.5396090939041109,1.0,0.0
3,uniform,pedestrian,17,static,0.967740781659376,66.65,1.8272874186893102,1.0,0.0
3,uniform,pedestrian,17,random,0.7173397579825844,57.43666666666667,1.1236331342343797,1.0,131.66666666666666
3,uniform,pedestrian,17,reactive,0.9677920689156377,66.65333333333334,1.8273899759417327,1.0,0.6666666666666667
3,uniform,pedestrian,17,cv,0.9678267821157585,66.65333333333334,1.8275242321357965,1.0,1.3333333333333335
3,uniform,pedestrian,17,oracle,0.9679348027851855,66.65333333333334,1.8279420110760016,1.0,0.6666666666666667
3,uniform,pedestrian,17,learned GAT-LSTM,0.9677336744292914,66.64,1.827547332339295,1.0,1.3333333333333335
3,uniform,pedestrian,17,learned LSTM (no graph attention),0.967837704293743,66.65333333333334,1.827566474569281,1.0,0.6666666666666667
3,uniform,pedestrian,18,none,0.37006452503709064,28.716666666666665,0.6059342104400126,1.0,0.0
3,uniform,pedestrian,18,static,1.0219851397736004,68.06333333333333,1.9964625882151696,1.0,0.0
3,uniform,pedestrian,18,random,0.7473630046645322,58.58,1.2068909762615272,1.0,135.33333333333331
3,uniform,pedestrian,18,reactive,1.021603738737995,68.04666666666667,1.9954664903526942,1.0,1.6666666666666667
3,uniform,pedestrian,18,cv,1.022021477154905,68.08333333333333,1.996028323156159,1.0,1.6666666666666667
3,uniform,pedestrian,18,oracle,1.022021477154905,68.08333333333333,1.996028323156159,1.0,1.6666666666666667
3,uniform,pedestrian,18,learned GAT-LSTM,1.0217691849853485,68.05333333333333,1.9959147665309986,1.0,2.0
3,uniform,pedestrian,18,learned LSTM (no graph attention),1.0217824366527741,68.06,1.9957744174892935,1.0,1.6666666666666667
3,uniform,pedestrian,19,none,0.3732429639283914,28.953333333333333,0.6114252532816492,1.0,0.0
3,uniform,pedestrian,19,static,1.030333293162214,69.60333333333334,1.984489943080243,1.0,0.0
3,uniform,pedestrian,19,random,0.7930793295891855,60.65,1.3242105712819658,1.0,137.33333333333334
3,uniform,pedestrian,19,reactive,1.030333293162214,69.60333333333334,1.984489943080243,1.0,0.0
3,uniform,pedestrian,19,cv,1.0303138548196862,69.59333333333333,1.9847021651253227,1.0,0.6666666666666667
3,uniform,pedestrian,19,oracle,1.030333293162214,69.60333333333334,1.984489943080243,1.0,0.0
3,uniform,pedestrian,19,learned GAT-LSTM,1.0303203342671954,69.59666666666666,1.9846314244436296,1.0,0.6666666666666667
3,uniform,pedestrian,19,learned LSTM (no graph attention),1.030307375372177,69.59,1.9847729058070156,1.0,0.6666666666666667
3,uniform,pedestrian,20,none,0.35717362907140965,28.15,0.5723636785400373,1.0,0.0
3,uniform,pedestrian,20,static,1.0232775383165393,67.73666666666666,2.0108494947895896,1.0,0.0
3,uniform,pedestrian,20,random,0.7547610857481377,58.623333333333335,1.234258265019904,1.0,136.0
3,uniform,pedestrian,20,reactive,1.023246572501696,67.74333333333334,2.0105381309506343,1.0,0.6666666666666667
3,uniform,pedestrian,20,cv,1.0233447802604816,67.75,2.0107263566715248,1.0,0.6666666666666667
3,uniform,pedestrian,20,oracle,1.0233447802604816,67.75,2.0107263566715248,1.0,0.6666666666666667
3,uniform,pedestrian,20,learned GAT-LSTM,1.0232074560065099,67.74333333333334,2.010386844645985,1.0,1.3333333333333335
3,uniform,pedestrian,20,learned LSTM (no graph attention),1.0230574175850673,67.74333333333334,2.0098065585485863,1.0,2.0
3,uniform,pedestrian,21,none,0.3495297690723781,27.586666666666666,0.5589906949836299,1.0,0.0
3,uniform,pedestrian,21,static,0.9836904176901646,66.96333333333334,1.879968719520341,1.0,0.0
3,uniform,pedestrian,21,random,0.7318236987370494,57.95,1.1648977073586597,1.0,132.33333333333331
3,uniform,pedestrian,21,reactive,0.9836316022889324,66.97,1.8795496450853648,1.0,0.6666666666666667
3,uniform,pedestrian,21,cv,0.9836962612769597,66.97,1.8797997191094935,1.0,0.6666666666666667
3,uniform,pedestrian,21,oracle,0.9836962612769597,66.97,1.8797997191094935,1.0,0.6666666666666667
3,uniform,pedestrian,21,learned GAT-LSTM,0.9836904176901646,66.96333333333334,1.879968719520341,1.0,0.0
3,uniform,pedestrian,21,learned LSTM (no graph attention),0.9836904176901646,66.96333333333334,1.879968719520341,1.0,0.0
3,uniform,pedestrian,22,none,0.39771429536841973,29.903333333333332,0.6787670285998756,1.0,0.0
3,uniform,pedestrian,22,static,1.022401350388278,68.83666666666667,1.9758466049627033,1.0,0.0
3,uniform,pedestrian,22,random,0.774558871245993,59.666666666666664,1.2808422983913976,1.0,132.0
3,uniform,pedestrian,22,reactive,1.024015497571365,68.76333333333334,1.984197064364547,1.0,0.6666666666666667
3,uniform,pedestrian,22,cv,1.0256245997713136,68.79666666666667,1.989462396358277,1.0,1.3333333333333335
3,uniform,pedestrian,22,oracle,1.0256245997713136,68.79666666666667,1.989462396358277,1.0,1.3333333333333335
3,uniform,pedestrian,22,learned GAT-LSTM,1.024744645491392,68.8,1.9859632993705911,1.0,0.6666666666666667
3,uniform,pedestrian,22,learned LSTM (no graph attention),1.0251736016679884,68.8,1.9876223231278345,1.0,1.3333333333333335
3,uniform,pedestrian,23,none,0.3705398595906102,28.77,0.6062397986769258,1.0,0.0
3,uniform,pedestrian,23,static,0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,23,random,0.742726065744753,59.10666666666667,1.173820751992845,1.0,135.0
3,uniform,pedestrian,23,reactive,0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,23,cv,0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,23,oracle,0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,23,learned GAT-LSTM,0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,23,learned LSTM (no graph attention),0.9984238269959798,68.50333333333333,1.8926915837187122,1.0,0.0
3,uniform,pedestrian,24,none,0.33795840868334676,27.226666666666667,0.5245839468200503,1.0,0.0
3,uniform,pedestrian,24,static,0.9823289833263729,67.01666666666667,1.8731704509144333,1.0,0.0
3,uniform,pedestrian,24,random,0.7364589536788149,58.2,1.1756399057302713,1.0,136.0
3,uniform,pedestrian,24,reactive,0.9843034178972881,67.12666666666667,1.8776453251437393,1.0,1.3333333333333335
3,uniform,pedestrian,24,cv,0.9850681310154279,67.14666666666666,1.8800281139413642,1.0,2.0
3,uniform,pedestrian,24,oracle,0.9850681475675839,67.14666666666666,1.8800281779582064,1.0,1.3333333333333335
3,uniform,pedestrian,24,learned GAT-LSTM,0.9843406990065585,67.12333333333333,1.877885313425277,1.0,2.666666666666667
3,uniform,pedestrian,24,learned LSTM (no graph attention),0.9844593618697592,67.13,1.878152650966985,1.0,2.666666666666667
3,uniform,pedestrian,25,none,0.3606464414618442,28.25,0.5829210552984171,1.0,0.0
3,uniform,pedestrian,25,static,1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,25,random,0.7396687134567828,58.00666666666667,1.1936103472576212,1.0,130.33333333333331
3,uniform,pedestrian,25,reactive,1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,25,cv,1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,25,oracle,1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,25,learned GAT-LSTM,1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,25,learned LSTM (no graph attention),1.00231157110379,67.59333333333333,1.933881290381461,1.0,0.0
3,uniform,pedestrian,26,none,0.36328857947026744,28.43,0.5879665180289758,1.0,0.0
3,uniform,pedestrian,26,static,1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,26,random,0.7361304579385414,57.43,1.1964993330837843,1.0,128.0
3,uniform,pedestrian,26,reactive,1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,26,cv,1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,26,oracle,1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,26,learned GAT-LSTM,1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,26,learned LSTM (no graph attention),1.0245684508757393,67.61,2.019482625106629,1.0,0.0
3,uniform,pedestrian,27,none,0.3512631832252636,27.903333333333332,0.5565937726011863,1.0,0.0
3,uniform,pedestrian,27,static,1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,27,random,0.7402638798474637,57.87,1.19984002274703,1.0,129.33333333333331
3,uniform,pedestrian,27,reactive,1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,27,cv,1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,27,oracle,1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,27,learned GAT-LSTM,1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,27,learned LSTM (no graph attention),1.000023302506164,66.55666666666667,1.95482517169291,1.0,0.0
3,uniform,pedestrian,28,none,0.3736908226231824,28.893333333333334,0.6148817928305603,1.0,0.0
3,uniform,pedestrian,28,static,1.0206090545668887,69.07,1.962208717584215,1.0,0.0
3,uniform,pedestrian,28,random,0.7777712566461351,60.2,1.2779383890323777,1.0,124.33333333333334
3,uniform,pedestrian,28,reactive,1.0202690326935955,69.13,1.9591692459283225,1.0,1.3333333333333335
3,uniform,pedestrian,28,cv,1.021418466536094,69.16333333333333,1.9626567722461592,1.0,1.3333333333333335
3,uniform,pedestrian,28,oracle,1.0214302330636278,69.15666666666667,1.9628938812415975,1.0,1.3333333333333335
3,uniform,pedestrian,28,learned GAT-LSTM,1.021237375934875,69.15666666666667,1.9621479902256593,1.0,1.3333333333333335
3,uniform,pedestrian,28,learned LSTM (no graph attention),1.0213889627741521,69.16666666666667,1.9624468635034893,1.0,1.3333333333333335
3,uniform,pedestrian,29,none,0.39020877201386694,29.753333333333334,0.6540498134210486,1.0,0.0
3,uniform,pedestrian,29,static,1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,pedestrian,29,random,0.7897949893295398,60.96666666666667,1.3024070655873266,1.0,129.0
3,uniform,pedestrian,29,reactive,1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,pedestrian,29,cv,1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,pedestrian,29,oracle,1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,pedestrian,29,learned GAT-LSTM,1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,pedestrian,29,learned LSTM (no graph attention),1.0172503973742213,69.44666666666667,1.9383933762309653,1.0,0.0
3,uniform,vehicular,30,none,0.3640832348979305,28.453333333333333,0.5903693107188712,1.0,0.0
3,uniform,vehicular,30,static,0.9985058750646192,67.7,1.9160968283117532,1.0,0.0
3,uniform,vehicular,30,random,0.7356489606491845,58.15,1.173944197465568,1.0,127.33333333333334
3,uniform,vehicular,30,reactive,0.998376033386769,67.69333333333333,1.9157862557728758,1.0,0.6666666666666667
3,uniform,vehicular,30,cv,0.9984674075516743,67.69666666666667,1.916043852484857,1.0,1.3333333333333335
3,uniform,vehicular,30,oracle,0.9985170385479281,67.69666666666667,1.9162358044985437,1.0,0.6666666666666667
3,uniform,vehicular,30,learned GAT-LSTM,0.9976290188045961,67.69,1.9129929151136071,1.0,1.3333333333333335
3,uniform,vehicular,30,learned LSTM (no graph attention),0.9985170385479281,67.69666666666667,1.9162358044985437,1.0,0.6666666666666667
3,uniform,vehicular,31,none,0.3758142921126557,28.746666666666666,0.6273097093602604,1.0,0.0
3,uniform,vehicular,31,static,1.0020999341733334,68.08666666666667,1.9188842951586427,1.0,0.0
3,uniform,vehicular,31,random,0.7449032262568803,58.45,1.2011137972098345,1.0,130.66666666666666
3,uniform,vehicular,31,reactive,1.0020146766464342,68.1,1.9181713526295523,1.0,1.3333333333333335
3,uniform,vehicular,31,cv,1.0023566088044549,68.12666666666667,1.9187273998645173,1.0,1.3333333333333335
3,uniform,vehicular,31,oracle,1.0023566088044549,68.12666666666667,1.9187273998645173,1.0,1.3333333333333335
3,uniform,vehicular,31,learned GAT-LSTM,1.0021494078777922,68.11,1.9184050354392026,1.0,1.3333333333333335
3,uniform,vehicular,31,learned LSTM (no graph attention),1.002290315980876,68.12333333333333,1.9185668073301043,1.0,0.6666666666666667
3,uniform,vehicular,32,none,0.37268531637417396,29.05,0.606490290836938,1.0,0.0
3,uniform,vehicular,32,static,0.9920105464758513,68.17,1.87746773538409,1.0,0.0
3,uniform,vehicular,32,random,0.7237341102621309,58.21,1.1261381120201113,1.0,129.66666666666666
3,uniform,vehicular,32,reactive,0.9920105464758513,68.17,1.87746773538409,1.0,0.0
3,uniform,vehicular,32,cv,0.9920105464758513,68.17,1.87746773538409,1.0,0.0
3,uniform,vehicular,32,oracle,0.9920105464758513,68.17,1.87746773538409,1.0,0.0
3,uniform,vehicular,32,learned GAT-LSTM,0.9919034422646948,68.15666666666667,1.877436702862044,1.0,0.6666666666666667
3,uniform,vehicular,32,learned LSTM (no graph attention),0.9920105464758513,68.17,1.87746773538409,1.0,0.0
3,uniform,vehicular,33,none,0.3603145833000325,28.13,0.5850863836592491,1.0,0.0
3,uniform,vehicular,33,static,0.9918729826277847,67.11666666666666,1.9072086489536528,1.0,0.0
